,time (ns GMT),channel,video_ts,format,size,ssim_index,cwnd,in_flight,min_rtt,rtt,delivery_rate,buffer,cum_rebuf,time (ns GMT) acked,abr,cc,day,session,time_sent,time_acked,trans_time,throughput,rebuf,ssim,formats,sizes,qualities,duration
1462629,1606190991861000000,cbs,26120334240,1920x1080-22,513506,0.986138,36,0,44481,122273,266317,14.961,0.455,1.606190993242e+18,bola_basic_v1,bbr,2020-11-23,2020-11-23_+lqFvDFc4Fd5TU1YanDuOHM/qPUAu5T48POEMZ0peQE=_0,303.191,304.571999744,1.380999936,371836.36770277156,0.0,18.58174105488924,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(20787, 44700, 50592, 64886, 91904, 120370, 170082, 256260, 332170, 513506)","(0.954254, 0.969611, 0.970752, 0.974677, 0.976729, 0.979759, 0.982198, 0.984154, 0.984158, 0.986138)",2.002
1462630,1606190993869000000,cbs,26120514420,1920x1080-22,689122,0.983537,34,0,44481,115954,369677,14.955,0.455,1.606190995837e+18,bola_basic_v1,bbr,2020-11-23,2020-11-23_+lqFvDFc4Fd5TU1YanDuOHM/qPUAu5T48POEMZ0peQE=_0,305.199,307.166999808,1.968,350163.6178861789,0.0,17.834910218133995,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(36092, 77223, 90687, 114728, 157657, 205311, 276158, 390371, 472323, 689122)","(0.93762, 0.958604, 0.961664, 0.966599, 0.970451, 0.974462, 0.977855, 0.980589, 0.980784, 0.983537)",2.002
1462631,1606190995838000000,cbs,26120694600,1920x1080-22,659033,0.982138,32,0,44481,118028,328051,14.991,0.455,1.606190997727e+18,bola_basic_v1,bbr,2020-11-23,2020-11-23_+lqFvDFc4Fd5TU1YanDuOHM/qPUAu5T48POEMZ0peQE=_0,307.168,309.056999936,1.888999936,348879.31303773215,0.0,17.480699149696303,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(31998, 68918, 82096, 105878, 144691, 189686, 260211, 370066, 447786, 659033)","(0.929194, 0.95301, 0.957257, 0.962671, 0.967391, 0.971995, 0.975871, 0.978965, 0.979014, 0.982138)",2.002
1462632,1606190997864000000,cbs,26120874780,1920x1080-22,668183,0.98025,32,0,44481,125737,337701,14.965,0.455,1.60619099976e+18,bola_basic_v1,bbr,2020-11-23,2020-11-23_+lqFvDFc4Fd5TU1YanDuOHM/qPUAu5T48POEMZ0peQE=_0,309.194,311.089999872,1.896,352417.19409282703,0.0,17.0443290003752,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(29587, 64359, 77617, 99169, 137049, 181888, 251882, 363935, 443255, 668183)","(0.909413, 0.94042, 0.947154, 0.953657, 0.961177, 0.966627, 0.971375, 0.975322, 0.976353, 0.98025)",2.002
1462633,1606190999869000000,cbs,26121054960,1920x1080-22,576070,0.978898,34,24,44481,103088,282087,14.963,0.455,1.606191001544e+18,bola_basic_v1,bbr,2020-11-23,2020-11-23_+lqFvDFc4Fd5TU1YanDuOHM/qPUAu5T48POEMZ0peQE=_0,311.199,312.873999872,1.675000064,343922.37491878687,0.0,16.756763812994148,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(25147, 58040, 65924, 86833, 121441, 163187, 228307, 335905, 378982, 576070)","(0.897119, 0.931767, 0.940531, 0.948169, 0.957552, 0.963948, 0.969299, 0.973693, 0.974919, 0.978898)",2.002
1462634,1606191001868000000,cbs,26121235140,1920x1080-22,520870,0.98522,38,0,44481,147865,350569,14.964,0.455,1.606191003316e+18,bola_basic_v1,bbr,2020-11-23,2020-11-23_+lqFvDFc4Fd5TU1YanDuOHM/qPUAu5T48POEMZ0peQE=_0,313.198,314.645999872,1.448,359716.8508287293,0.0,18.303255659411924,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(22128, 46930, 53510, 67863, 92707, 123890, 175326, 266032, 325198, 520870)","(0.955013, 0.969225, 0.971086, 0.974288, 0.976428, 0.978939, 0.981076, 0.982963, 0.983335, 0.98522)",2.002
1462635,1606191003879000000,cbs,26121415320,1920x1080-22,1425157,0.983865,34,0,44481,126650,334141,14.967,0.455,1.606191007907e+18,bola_basic_v1,bbr,2020-11-23,2020-11-23_+lqFvDFc4Fd5TU1YanDuOHM/qPUAu5T48POEMZ0peQE=_0,315.209,319.236999936,4.028,353812.5620655412,0.0,17.92231030260076,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(56426, 152552, 208004, 265273, 421060, 537079, 689269, 896424, 1071895, 1425157)","(0.88323, 0.91921, 0.930783, 0.935967, 0.951938, 0.956414, 0.960237, 0.963491, 0.980759, 0.983865)",2.002
1462636,1606191007908000000,cbs,26121595500,1920x1080-22,606282,0.982195,34,0,44481,129584,380884,12.931,0.455,1.606191009617e+18,bola_basic_v1,bbr,2020-11-23,2020-11-23_+lqFvDFc4Fd5TU1YanDuOHM/qPUAu5T48POEMZ0peQE=_0,319.238,320.946999808,1.708999936,354758.3514947539,0.0,17.494580219897284,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(28454, 62496, 70991, 90984, 125825, 167000, 231467, 335515, 401941, 606282)","(0.927658, 0.951815, 0.956126, 0.961497, 0.966819, 0.971239, 0.975092, 0.978306, 0.979112, 0.982195)",2.002
1462637,1606191009618000000,cbs,26121775680,1280x720-20,292096,0.983471,34,34,44481,134774,350353,13.228,0.455,1.606191010592e+18,bola_basic_v1,bbr,2020-11-23,2020-11-23_+lqFvDFc4Fd5TU1YanDuOHM/qPUAu5T48POEMZ0peQE=_0,320.948,321.921999872,0.974000128,299893.18440828787,0.0,17.81753420331697,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(27000, 57173, 66291, 83174, 115255, 148028, 202490, 292096, 373638, 572457)","(0.953223, 0.968655, 0.970056, 0.973887, 0.976075, 0.979082, 0.98154, 0.983471, 0.983575, 0.985583)",2.002
1462638,1606191010593000000,cbs,26121955860,1920x1080-22,529761,0.98496,34,0,44481,98870,342320,14.252,0.455,1.606191012042e+18,bola_basic_v1,bbr,2020-11-23,2020-11-23_+lqFvDFc4Fd5TU1YanDuOHM/qPUAu5T48POEMZ0peQE=_0,321.923,323.371999744,1.448999936,365604.57101359044,0.0,18.22752163744375,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(25643, 53308, 62902, 79050, 108244, 138715, 189430, 273692, 349152, 529761)","(0.952267, 0.968123, 0.969236, 0.973176, 0.97529, 0.978432, 0.980972, 0.983007, 0.982881, 0.98496)",2.002
1462639,1606191012043000000,cbs,26122136040,1920x1080-22,649974,0.97823,38,0,44481,141892,386782,14.802,0.455,1.606191013801e+18,bola_basic_v1,bbr,2020-11-23,2020-11-23_+lqFvDFc4Fd5TU1YanDuOHM/qPUAu5T48POEMZ0peQE=_0,323.373,325.130999808,1.757999872,369723.5764076324,0.0,16.621415709589066,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(28537, 64239, 73737, 96363, 134044, 180107, 251251, 360417, 429541, 649974)","(0.897676, 0.932128, 0.939787, 0.946761, 0.955385, 0.961899, 0.967435, 0.972124, 0.973696, 0.97823)",2.002
1462640,1606191013871000000,cbs,26122316220,1920x1080-22,605630,0.983424,36,27,44481,112996,413796,14.977,0.455,1.606191015527e+18,bola_basic_v1,bbr,2020-11-23,2020-11-23_+lqFvDFc4Fd5TU1YanDuOHM/qPUAu5T48POEMZ0peQE=_0,325.201,326.856999936,1.656,365718.5990338164,0.0,17.805202619348602,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(23279, 52462, 61103, 79247, 111046, 149406, 213454, 316889, 386649, 605630)","(0.941693, 0.959639, 0.963046, 0.966918, 0.971087, 0.974441, 0.977506, 0.980094, 0.980815, 0.983424)",2.002
1462641,1606191015868000000,cbs,26122496400,1920x1080-22,500093,0.984692,38,0,44481,129059,395015,14.979,0.455,1.606191017417e+18,bola_basic_v1,bbr,2020-11-23,2020-11-23_+lqFvDFc4Fd5TU1YanDuOHM/qPUAu5T48POEMZ0peQE=_0,327.198,328.746999808,1.548999936,322848.9481357861,0.0,18.150815464475386,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(13273, 29669, 34677, 45723, 65126, 90439, 137353, 222755, 294935, 500093)","(0.950885, 0.965759, 0.967834, 0.971427, 0.974417, 0.977339, 0.979991, 0.982135, 0.982508, 0.984692)",2.002
1462642,1606191017865000000,cbs,26122676580,1920x1080-22,492547,0.980087,34,0,44481,128113,388477,14.983,0.455,1.606191019213e+18,bola_basic_v1,bbr,2020-11-23,2020-11-23_+lqFvDFc4Fd5TU1YanDuOHM/qPUAu5T48POEMZ0peQE=_0,329.195,330.542999808,1.348,365390.9495548961,0.0,17.008633062559866,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(20982, 45766, 52280, 66646, 92105, 123115, 175138, 260150, 312180, 492547)","(0.916169, 0.946486, 0.952198, 0.95763, 0.963584, 0.968174, 0.972351, 0.976022, 0.976459, 0.980087)",2.002
1462643,1606191019866000000,cbs,26122856760,1920x1080-22,624455,0.980126,34,0,44481,117207,229096,14.984,0.455,1.606191021533e+18,bola_basic_v1,bbr,2020-11-23,2020-11-23_+lqFvDFc4Fd5TU1YanDuOHM/qPUAu5T48POEMZ0peQE=_0,331.196,332.862999808,1.667000064,374598.0660022338,0.0,17.017147145159168,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(30227, 66318, 76395, 98143, 134191, 178016, 244339, 346837, 416014, 624455)","(0.911318, 0.94243, 0.948607, 0.954848, 0.96137, 0.96673, 0.971655, 0.975642, 0.976289, 0.980126)",2.002
1462644,1606191021868000000,cbs,26123036940,1920x1080-22,629497,0.984726,34,0,44481,125041,389678,14.984,0.455,1.606191023568e+18,bola_basic_v1,bbr,2020-11-23,2020-11-23_+lqFvDFc4Fd5TU1YanDuOHM/qPUAu5T48POEMZ0peQE=_0,333.198,334.897999872,1.7,370292.3529411765,0.0,18.1604721373342,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(33040, 72824, 84764, 106662, 149319, 193746, 258566, 361079, 441899, 629497)","(0.939127, 0.960642, 0.964229, 0.968544, 0.972786, 0.976244, 0.979115, 0.981539, 0.982391, 0.984726)",2.002
1462645,1606191023869000000,cbs,26123217120,1920x1080-22,669569,0.983438,36,0,44481,126880,387059,14.987,0.455,1.606191025714e+18,bola_basic_v1,bbr,2020-11-23,2020-11-23_+lqFvDFc4Fd5TU1YanDuOHM/qPUAu5T48POEMZ0peQE=_0,335.199,337.043999744,1.844999936,362910.03968902037,0.0,17.808872196938324,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(33143, 73390, 85343, 108914, 152810, 200706, 273484, 386422, 460856, 669569)","(0.933692, 0.956294, 0.960385, 0.965175, 0.969564, 0.973651, 0.97713, 0.980095, 0.980503, 0.983438)",2.002
1462646,1606191025871000000,cbs,26123397300,1920x1080-22,559502,0.984055,34,0,44481,147112,307523,14.985,0.455,1.606191027619e+18,bola_basic_v1,bbr,2020-11-23,2020-11-23_+lqFvDFc4Fd5TU1YanDuOHM/qPUAu5T48POEMZ0peQE=_0,337.201,338.948999936,1.748,320081.2356979405,0.0,17.973754764210224,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(16338, 37297, 43507, 57749, 83170, 112787, 165738, 257372, 338903, 559502)","(0.946703, 0.962709, 0.965235, 0.969398, 0.972886, 0.976184, 0.979029, 0.981409, 0.981636, 0.984055)",2.002
1462647,1606191027861000000,cbs,26123577480,1920x1080-22,525222,0.985201,34,0,44481,133061,291666,14.997,0.455,1.606191029314e+18,bola_basic_v1,bbr,2020-11-23,2020-11-23_+lqFvDFc4Fd5TU1YanDuOHM/qPUAu5T48POEMZ0peQE=_0,339.191,340.643999744,1.452999936,361474.2072500683,0.0,18.297676298181962,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(19026, 40358, 46237, 59901, 84143, 114068, 165233, 255667, 325808, 525222)","(0.95192, 0.966474, 0.96859, 0.97218, 0.975196, 0.978101, 0.980622, 0.982702, 0.983044, 0.985201)",2.002
1462648,1606191029869000000,cbs,26123757660,1920x1080-22,671267,0.986507,36,0,44481,134062,370157,14.992,0.455,1.606191031656e+18,bola_basic_v1,bbr,2020-11-23,2020-11-23_+lqFvDFc4Fd5TU1YanDuOHM/qPUAu5T48POEMZ0peQE=_0,341.199,342.985999872,1.787000064,375639.04642367153,0.0,18.698914796390643,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(33673, 74511, 86067, 110539, 154415, 199790, 267618, 373549, 467391, 671267)","(0.955765, 0.970725, 0.972698, 0.975661, 0.978162, 0.980571, 0.982607, 0.984305, 0.984694, 0.986507)",2.002
1462649,1606191031876000000,cbs,26123937840,1920x1080-22,1002178,0.980292,36,0,44481,134027,369485,14.987,0.455,1.606191034522e+18,bola_basic_v1,bbr,2020-11-23,2020-11-23_+lqFvDFc4Fd5TU1YanDuOHM/qPUAu5T48POEMZ0peQE=_0,343.206,345.851999744,2.645999872,378752.09693131835,0.0,17.053574463971298,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(43676, 108042, 130059, 171049, 240992, 318998, 426223, 582654, 722465, 1002178)","(0.888499, 0.926946, 0.935983, 0.944632, 0.955775, 0.962823, 0.96867, 0.973509, 0.976042, 0.980292)",2.002
1462650,1606191034523000000,cbs,26124118020,1920x1080-22,818054,0.983245,36,0,44481,107882,384504,14.347,0.455,1.606191036679e+18,bola_basic_v1,bbr,2020-11-23,2020-11-23_+lqFvDFc4Fd5TU1YanDuOHM/qPUAu5T48POEMZ0peQE=_0,345.853,348.008999936,2.156,379431.3543599258,0.0,17.758555678287106,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(33029, 73305, 88329, 113812, 166043, 221141, 303593, 438374, 562980, 818054)","(0.9374, 0.957359, 0.960821, 0.965168, 0.969521, 0.973429, 0.976789, 0.979559, 0.980286, 0.983245)",2.002
1462651,1606191036680000000,cbs,26124298200,1920x1080-22,809337,0.984755,34,0,44481,124930,381008,14.191,0.455,1.606191039154e+18,bola_basic_v1,bbr,2020-11-23,2020-11-23_+lqFvDFc4Fd5TU1YanDuOHM/qPUAu5T48POEMZ0peQE=_0,348.01,350.483999744,2.473999872,327137.04198607174,0.0,18.168725712986017,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(37235, 83459, 99988, 126994, 181607, 235808, 316121, 440778, 568807, 809337)","(0.948407, 0.96485, 0.96721, 0.97096, 0.973845, 0.977135, 0.979899, 0.98219, 0.98226, 0.984755)",2.002
1462652,1606191039156000000,cbs,26124478380,1920x1080-22,754621,0.985457,34,34,44481,131739,370405,13.716,0.455,1.606191041405e+18,bola_basic_v1,bbr,2020-11-23,2020-11-23_+lqFvDFc4Fd5TU1YanDuOHM/qPUAu5T48POEMZ0peQE=_0,350.486,352.734999808,2.248999936,335536.24787653174,0.0,18.37345995880425,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(35031, 79054, 93224, 119191, 170046, 220553, 298521, 417285, 522541, 754621)","(0.949201, 0.965777, 0.968346, 0.972093, 0.975241, 0.978297, 0.980754, 0.982888, 0.983352, 0.985457)",2.002
1462653,1606191041407000000,cbs,26124658560,1920x1080-22,819093,0.983325,34,0,44481,127423,358245,13.466,0.455,1.606191043595e+18,bola_basic_v1,bbr,2020-11-23,2020-11-23_+lqFvDFc4Fd5TU1YanDuOHM/qPUAu5T48POEMZ0peQE=_0,352.737,354.924999936,2.188,374356.9469835466,0.0,17.779341574114135,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(34045, 80486, 95710, 121275, 178884, 233643, 315600, 446386, 569624, 819093)","(0.942377, 0.96087, 0.963118, 0.967358, 0.970733, 0.974396, 0.977644, 0.980285, 0.980514, 0.983325)",2.002
1462654,1606191043597000000,cbs,26124838740,1920x1080-22,757221,0.983577,38,37,44481,111429,396207,13.287,0.455,1.606191045731e+18,bola_basic_v1,bbr,2020-11-23,2020-11-23_+lqFvDFc4Fd5TU1YanDuOHM/qPUAu5T48POEMZ0peQE=_0,354.927,357.060999936,2.134000128,354836.4360735409,0.0,17.845475071167506,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(31594, 72131, 84819, 109659, 156391, 206044, 283968, 406078, 513949, 757221)","(0.942077, 0.960688, 0.963421, 0.96751, 0.970968, 0.974587, 0.977779, 0.980427, 0.980847, 0.983577)",2.002
1462655,1606191045732000000,cbs,26125018920,1920x1080-22,907195,0.983182,36,0,44481,132827,387042,13.145,0.455,1.606191048338e+18,bola_basic_v1,bbr,2020-11-23,2020-11-23_+lqFvDFc4Fd5TU1YanDuOHM/qPUAu5T48POEMZ0peQE=_0,357.062,359.667999744,2.605999872,348117.82216388383,0.0,17.742256518560705,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(35463, 93758, 108579, 145132, 206531, 277160, 383231, 540775, 638973, 907195)","(0.916997, 0.946093, 0.951382, 0.958376, 0.965171, 0.970684, 0.975319, 0.979028, 0.979607, 0.983182)",2.002
1462656,1606191048340000000,cbs,26125199100,1920x1080-22,907348,0.982124,34,0,44481,111498,323090,12.544,0.455,1.606191050732e+18,bola_basic_v1,bbr,2020-11-23,2020-11-23_+lqFvDFc4Fd5TU1YanDuOHM/qPUAu5T48POEMZ0peQE=_0,359.67,362.061999872,2.392,379326.0869565217,0.0,17.477296540116786,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(36799, 95562, 111048, 147894, 207914, 278884, 383922, 541955, 637125, 907348)","(0.906807, 0.939113, 0.946447, 0.953582, 0.96204, 0.968038, 0.973113, 0.977214, 0.978249, 0.982124)",2.002
1462657,1606191050733000000,cbs,26125379280,1920x1080-22,798149,0.977645,40,28,44481,143887,394184,12.148,0.455,1.606191052885e+18,bola_basic_v1,bbr,2020-11-23,2020-11-23_+lqFvDFc4Fd5TU1YanDuOHM/qPUAu5T48POEMZ0peQE=_0,362.063,364.214999808,2.152,370887.0817843866,0.0,16.506253257959493,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(27146, 73598, 86265, 116266, 165023, 225583, 317486, 457922, 534977, 798149)","(0.874491, 0.917755, 0.929913, 0.939832, 0.951942, 0.959761, 0.966109, 0.971302, 0.972835, 0.977645)",2.002
1462658,1606191052887000000,cbs,26125559460,1920x1080-22,853337,0.97869,34,0,44481,121626,367507,11.996,0.455,1.606191055171e+18,bola_basic_v1,bbr,2020-11-23,2020-11-23_+lqFvDFc4Fd5TU1YanDuOHM/qPUAu5T48POEMZ0peQE=_0,364.217,366.500999936,2.284,373615.14886164624,0.0,16.71416550285797,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(35885, 90407, 106884, 140264, 197636, 263272, 359381, 507519, 593351, 853337)","(0.887421, 0.926252, 0.936366, 0.945043, 0.955838, 0.962577, 0.96836, 0.973042, 0.974442, 0.97869)",2.002
1462659,1606191055171000000,cbs,26125739640,1280x720-20,560423,0.980976,34,28,44481,130473,360845,11.712,0.455,1.606191056913e+18,bola_basic_v1,bbr,2020-11-23,2020-11-23_+lqFvDFc4Fd5TU1YanDuOHM/qPUAu5T48POEMZ0peQE=_0,366.501,368.242999808,1.741999872,321712.4231797877,0.0,17.20698162725383,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(53183, 117993, 139189, 175885, 244637, 311306, 410082, 560423, 721271, 985365)","(0.932955, 0.956504, 0.95999, 0.965396, 0.970237, 0.974663, 0.978062, 0.980976, 0.981595, 0.984356)",2.002
1462660,1606191056914000000,cbs,26125919820,1280x720-22,343068,0.982481,42,0,44481,88012,366508,11.982,0.455,1.606191058057e+18,bola_basic_v1,bbr,2020-11-23,2020-11-23_+lqFvDFc4Fd5TU1YanDuOHM/qPUAu5T48POEMZ0peQE=_0,368.244,369.386999808,1.143000064,300146.96482116735,0.0,17.56490687373226,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(48153, 100825, 117824, 145058, 204031, 258655, 343068, 471059, 620450, 856829)","(0.9508, 0.968639, 0.97065, 0.974378, 0.977242, 0.980153, 0.982481, 0.984455, 0.984596, 0.98663)",2.002
1462661,1606191058058000000,cbs,26126100000,1280x720-20,438453,0.982945,38,28,44329,100545,368889,12.833,0.455,1.606191059585e+18,bola_basic_v1,bbr,2020-11-23,2020-11-23_+lqFvDFc4Fd5TU1YanDuOHM/qPUAu5T48POEMZ0peQE=_0,369.388,370.914999808,1.527000064,287133.5832504588,0.0,17.681482762565828,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(45677, 95312, 111733, 139136, 189740, 240423, 317944, 438453, 550106, 771684)","(0.939743, 0.963862, 0.966637, 0.971358, 0.974303, 0.977762, 0.980583, 0.982945, 0.983074, 0.98536)",2.002
1462662,1606191059586000000,cbs,26126280180,1920x1080-22,763747,0.984686,36,0,44329,94209,334459,13.307,0.455,1.606191061622e+18,bola_basic_v1,bbr,2020-11-23,2020-11-23_+lqFvDFc4Fd5TU1YanDuOHM/qPUAu5T48POEMZ0peQE=_0,370.916,372.952,2.036000256,375121.2691399583,0.0,18.149113572420788,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(28677, 64194, 76865, 97972, 146044, 192547, 265459, 382058, 513828, 763747)","(0.948175, 0.964302, 0.966039, 0.969999, 0.97272, 0.976043, 0.979022, 0.981528, 0.982058, 0.984686)",2.002
1462663,1606191061623000000,cbs,26126460360,1280x720-20,387920,0.983042,36,0,44329,123015,444383,13.275,0.455,1.606191062703e+18,bola_basic_v1,bbr,2020-11-23,2020-11-23_+lqFvDFc4Fd5TU1YanDuOHM/qPUAu5T48POEMZ0peQE=_0,372.953,374.032999936,1.08,359185.18518518517,0.0,17.70625369071156,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(33899, 73812, 86293, 108948, 154838, 201164, 272967, 387920, 492746, 728898)","(0.952661, 0.967771, 0.969575, 0.973111, 0.975555, 0.978408, 0.980972, 0.983042, 0.983209, 0.985407)",2.002
1462664,1606191062704000000,cbs,26126640540,1920x1080-22,617016,0.98432,36,28,44329,134571,381219,14.191,0.455,1.606191064492e+18,bola_basic_v1,bbr,2020-11-23,2020-11-23_+lqFvDFc4Fd5TU1YanDuOHM/qPUAu5T48POEMZ0peQE=_0,374.034,375.821999872,1.788,345087.24832214764,0.0,18.046539416515795,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(23218, 50210, 58223, 75502, 107536, 144732, 207715, 313862, 391616, 617016)","(0.950779, 0.965156, 0.967014, 0.970071, 0.973048, 0.976197, 0.978992, 0.981395, 0.981847, 0.98432)",2.002
1462665,1606191064494000000,cbs,26126820720,1920x1080-22,757366,0.983843,34,0,44329,114655,390253,14.406,0.455,1.606191066506e+18,bola_basic_v1,bbr,2020-11-23,2020-11-23_+lqFvDFc4Fd5TU1YanDuOHM/qPUAu5T48POEMZ0peQE=_0,375.824,377.835999744,2.011999744,376424.50117528444,0.0,17.916392750216215,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(29652, 67352, 78732, 101433, 147641, 194183, 266835, 388757, 503358, 757366)","(0.946134, 0.963306, 0.965649, 0.969253, 0.972395, 0.975606, 0.97846, 0.980849, 0.98132, 0.983843)",2.002
1462666,1606191066507000000,cbs,26127000900,1920x1080-22,672095,0.983157,34,34,44329,132726,400567,14.391,0.455,1.606191068708e+18,bola_basic_v1,bbr,2020-11-23,2020-11-23_+lqFvDFc4Fd5TU1YanDuOHM/qPUAu5T48POEMZ0peQE=_0,377.837,380.037999872,2.200999936,305358.9366392421,0.0,17.73580551351396,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(27938, 64848, 74682, 97724, 136942, 181190, 249640, 358016, 454563, 672095)","(0.914808, 0.948485, 0.955235, 0.961703, 0.967664, 0.972642, 0.9767, 0.979937, 0.980196, 0.983157)",2.002
