,time (ns GMT),channel,video_ts,format,size,ssim_index,cwnd,in_flight,min_rtt,rtt,delivery_rate,buffer,cum_rebuf,time (ns GMT) acked,abr,cc,day,session,time_sent,time_acked,trans_time,throughput,rebuf,ssim,formats,sizes,qualities,duration
1462545,1606190828173000000,cbs,26105199120,1920x1080-22,872272,0.978398,36,0,45209,107494,337303,10.484,0.455,1.606190830745e+18,bola_basic_v1,bbr,2020-11-23,2020-11-23_+lqFvDFc4Fd5TU1YanDuOHM/qPUAu5T48POEMZ0peQE=_0,139.503,142.074999808,2.572,339141.5241057543,0.0,16.655060382586136,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(46169, 109883, 126713, 166489, 229846, 300563, 399473, 542502, 634621, 872272)","(0.880321, 0.923391, 0.932979, 0.9435, 0.952729, 0.961236, 0.967967, 0.973429, 0.973612, 0.978398)",2.002
1462546,1606190830746000000,cbs,26105379300,1280x720-20,511762,0.972696,36,27,45209,126698,370211,9.913,0.455,1.606190832256e+18,bola_basic_v1,bbr,2020-11-23,2020-11-23_+lqFvDFc4Fd5TU1YanDuOHM/qPUAu5T48POEMZ0peQE=_0,142.076,143.585999872,1.510000128,338915.20305884373,0.0,15.637737247294176,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(42879, 101211, 119086, 154828, 214182, 279804, 373732, 511762, 598484, 837602)","(0.878889, 0.923567, 0.932883, 0.94307, 0.952779, 0.960848, 0.967246, 0.972696, 0.973008, 0.977645)",2.002
1462547,1606190832257000000,cbs,26105559480,1920x1080-22,997265,0.978897,36,0,45209,123249,280250,10.409,0.455,1.606190835042e+18,bola_basic_v1,bbr,2020-11-23,2020-11-23_+lqFvDFc4Fd5TU1YanDuOHM/qPUAu5T48POEMZ0peQE=_0,143.587,146.371999744,2.784999936,358084.38883928215,0.0,16.756558010609595,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(60501, 137012, 160195, 205835, 281674, 360682, 474105, 638900, 732626, 997265)","(0.880392, 0.926666, 0.937373, 0.946568, 0.956112, 0.963285, 0.969073, 0.973847, 0.974599, 0.978897)",2.002
1462548,1606190835043000000,cbs,26105739660,1280x720-20,569085,0.974111,38,0,45209,146670,213213,9.629,0.455,1.606190837264e+18,bola_basic_v1,bbr,2020-11-23,2020-11-23_+lqFvDFc4Fd5TU1YanDuOHM/qPUAu5T48POEMZ0peQE=_0,146.373,148.593999872,2.220999936,256229.1834302871,0.0,15.868847244924897,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(54792, 121955, 141930, 181948, 244180, 314604, 418356, 569085, 661880, 919097)","(0.886015, 0.931802, 0.941382, 0.949517, 0.958212, 0.9646, 0.969882, 0.974111, 0.974462, 0.978469)",2.002
1462549,1606190837265000000,cbs,26105919840,1280x720-22,433375,0.972117,32,14,45209,57782,320643,9.401,0.455,1.606190838628e+18,bola_basic_v1,bbr,2020-11-23,2020-11-23_+lqFvDFc4Fd5TU1YanDuOHM/qPUAu5T48POEMZ0peQE=_0,148.595,149.957999872,1.363000064,317956.6982030604,0.0,15.546605012572066,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(58575, 129957, 149745, 190694, 257843, 330415, 433375, 584909, 680763, 942007)","(0.898988, 0.939056, 0.946415, 0.954233, 0.961351, 0.967253, 0.972117, 0.976028, 0.976382, 0.980046)",2.002
1462550,1606190838629000000,cbs,26106100020,1280x720-20,680211,0.976552,38,0,45209,139682,384467,10.039,0.455,1.60619084044e+18,bola_basic_v1,bbr,2020-11-23,2020-11-23_+lqFvDFc4Fd5TU1YanDuOHM/qPUAu5T48POEMZ0peQE=_0,149.959,151.769999872,1.811000064,375599.65541779244,0.0,16.298941945696203,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(68266, 153692, 177567, 224651, 303148, 388463, 508360, 680211, 801405, 1081645)","(0.899516, 0.940286, 0.947707, 0.955195, 0.962634, 0.968206, 0.972808, 0.976552, 0.977118, 0.980612)",2.002
1462551,1606190840441000000,cbs,26106280200,1280x720-22,442094,0.978875,38,27,45209,138626,378708,10.23,0.455,1.606190847264e+18,bola_basic_v1,bbr,2020-11-23,2020-11-23_+lqFvDFc4Fd5TU1YanDuOHM/qPUAu5T48POEMZ0peQE=_0,151.771,158.593999872,6.823000064,64794.664495550554,0.0,16.75203282378271,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(66973, 141967, 164957, 205759, 279965, 347697, 442094, 578041, 702522, 926104)","(0.941981, 0.962104, 0.964362, 0.968989, 0.972334, 0.975875, 0.978875, 0.981342, 0.98192, 0.98434)",2.002
1462552,1606190847265000000,cbs,26106460380,640x360-24,79137,0.954405,36,0,45209,106644,327275,5.426,0.455,1.60619084754e+18,bola_basic_v1,bbr,2020-11-23,2020-11-23_+lqFvDFc4Fd5TU1YanDuOHM/qPUAu5T48POEMZ0peQE=_0,158.595,158.869999872,0.275000064,287770.84211878583,0.0,13.41082779955482,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(36709, 79137, 91246, 116063, 160306, 207007, 273658, 373397, 434625, 611206)","(0.928312, 0.954405, 0.957631, 0.963462, 0.967794, 0.972441, 0.976242, 0.979536, 0.979667, 0.982694)",2.002
1462553,1606190847540000000,cbs,26106640560,854x480-24,169976,0.961683,36,26,45209,82402,358329,7.133,0.455,1.606190848322e+18,bola_basic_v1,bbr,2020-11-23,2020-11-23_+lqFvDFc4Fd5TU1YanDuOHM/qPUAu5T48POEMZ0peQE=_0,158.87,159.651999744,0.781999872,217360.6493889554,0.0,14.166085010143828,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(52382, 114751, 135147, 169976, 234692, 297283, 386954, 515622, 615092, 836304)","(0.920344, 0.951088, 0.955804, 0.961683, 0.966876, 0.971711, 0.9757, 0.979045, 0.979487, 0.982692)",2.002
1462554,1606190848322000000,cbs,26106820740,1280x720-22,385682,0.974389,40,0,45209,94292,402093,8.353,0.455,1.606190849372e+18,bola_basic_v1,bbr,2020-11-23,2020-11-23_+lqFvDFc4Fd5TU1YanDuOHM/qPUAu5T48POEMZ0peQE=_0,159.652,160.701999872,1.050000128,367316.1456986032,0.0,15.915734638586635,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(47843, 110741, 130853, 166613, 233489, 299255, 385682, 512944, 614954, 831317)","(0.909301, 0.944983, 0.950926, 0.957871, 0.964642, 0.969905, 0.974389, 0.977898, 0.978445, 0.981788)",2.002
1462555,1606190849372000000,cbs,26107000920,1280x720-24,282060,0.973219,36,0,45209,133634,383856,9.308,0.455,1.606190850223e+18,bola_basic_v1,bbr,2020-11-23,2020-11-23_+lqFvDFc4Fd5TU1YanDuOHM/qPUAu5T48POEMZ0peQE=_0,160.702,161.552999936,0.851000064,331445.3334753216,0.0,15.721732105064756,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(46645, 105796, 122947, 157394, 218935, 282060, 369796, 498510, 594823, 820062)","(0.926633, 0.954006, 0.958333, 0.963947, 0.968882, 0.973219, 0.976893, 0.979892, 0.98045, 0.983296)",2.002
1462556,1606190850225000000,cbs,26107181100,1920x1080-22,907357,0.978016,34,27,45209,127944,364990,10.456,0.455,1.606190852953e+18,bola_basic_v1,bbr,2020-11-23,2020-11-23_+lqFvDFc4Fd5TU1YanDuOHM/qPUAu5T48POEMZ0peQE=_0,161.555,164.282999808,2.728,332608.87096774194,0.0,16.578932846205436,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(49573, 115315, 135436, 175749, 241892, 316310, 420924, 572114, 654284, 907357)","(0.880119, 0.925191, 0.934241, 0.943502, 0.954175, 0.961629, 0.967581, 0.972532, 0.973584, 0.978016)",2.002
1462557,1606190852954000000,cbs,26107361280,1280x720-20,625442,0.975017,32,0,45209,137331,315836,9.726,0.455,1.606190854895e+18,bola_basic_v1,bbr,2020-11-23,2020-11-23_+lqFvDFc4Fd5TU1YanDuOHM/qPUAu5T48POEMZ0peQE=_0,164.284,166.224999936,1.941000192,322226.65540055756,0.0,16.02355412030083,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(62762, 136881, 160235, 204067, 270336, 349384, 462755, 625442, 733410, 1011361)","(0.897021, 0.936824, 0.944517, 0.952303, 0.960142, 0.966056, 0.970917, 0.975017, 0.974878, 0.978723)",2.002
1462558,1606190854896000000,cbs,26107541460,1280x720-20,549857,0.971418,32,27,45209,141658,321045,9.786,0.455,1.606190856421e+18,bola_basic_v1,bbr,2020-11-23,2020-11-23_+lqFvDFc4Fd5TU1YanDuOHM/qPUAu5T48POEMZ0peQE=_0,166.226,167.750999808,1.524999936,360561.9823448963,0.0,15.43907385112098,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(45389, 108585, 126678, 166251, 223409, 292907, 395847, 549857, 629901, 890229)","(0.868622, 0.919412, 0.930548, 0.9409, 0.952331, 0.960113, 0.966404, 0.971418, 0.972123, 0.976825)",2.002
1462559,1606190856421000000,cbs,26107721640,1280x720-22,332922,0.975321,34,0,45209,121991,384402,10.265,0.455,1.60619085991e+18,bola_basic_v1,bbr,2020-11-23,2020-11-23_+lqFvDFc4Fd5TU1YanDuOHM/qPUAu5T48POEMZ0peQE=_0,167.751,171.24,3.489000192,95420.45906542616,0.0,16.07672442016456,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(43202, 96356, 111687, 141752, 195223, 250661, 332922, 453804, 530965, 743020)","(0.91856, 0.949773, 0.954795, 0.960948, 0.966898, 0.971492, 0.975321, 0.978634, 0.979357, 0.982462)",2.002
1462560,1606190859911000000,cbs,26107901820,854x480-24,188680,0.967788,34,0,45068,85401,392508,8.775,0.455,1.606190860452e+18,bola_basic_v1,bbr,2020-11-23,2020-11-23_+lqFvDFc4Fd5TU1YanDuOHM/qPUAu5T48POEMZ0peQE=_0,171.241,171.781999872,0.540999936,348761.593938525,0.0,14.919823095796103,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(59334, 129140, 150206, 188680, 257433, 323432, 413739, 544053, 653420, 871480)","(0.934419, 0.959656, 0.962394, 0.967788, 0.971594, 0.975496, 0.978714, 0.981323, 0.981804, 0.984327)",2.002
1462561,1606190860452000000,cbs,26108082000,1280x720-22,282277,0.976567,34,28,45068,86979,389441,10.236,0.455,1.60619086141e+18,bola_basic_v1,bbr,2020-11-23,2020-11-23_+lqFvDFc4Fd5TU1YanDuOHM/qPUAu5T48POEMZ0peQE=_0,171.782,172.739999744,0.957999872,294652.44020408386,0.0,16.301721074746713,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(38903, 82241, 95229, 121377, 166295, 212552, 282277, 385888, 460538, 656471)","(0.921387, 0.952544, 0.957383, 0.963205, 0.968271, 0.972805, 0.976567, 0.979598, 0.979579, 0.982569)",2.002
1462562,1606190861411000000,cbs,26108262180,1280x720-20,365786,0.979989,34,0,45068,165054,283769,11.279,0.455,1.606190862643e+18,bola_basic_v1,bbr,2020-11-23,2020-11-23_+lqFvDFc4Fd5TU1YanDuOHM/qPUAu5T48POEMZ0peQE=_0,172.741,173.972999936,1.232,296904.2207792208,0.0,16.987312080339372,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(34265, 75763, 86875, 111228, 152262, 197588, 263014, 365786, 433522, 630786)","(0.925486, 0.953893, 0.957859, 0.963816, 0.968661, 0.97322, 0.976966, 0.979989, 0.980061, 0.982916)",2.002
1462563,1606190862644000000,cbs,26108442360,1920x1080-22,679022,0.982047,28,28,45068,137955,307281,12.05,0.455,1.606190864977e+18,bola_basic_v1,bbr,2020-11-23,2020-11-23_+lqFvDFc4Fd5TU1YanDuOHM/qPUAu5T48POEMZ0peQE=_0,173.974,176.306999808,2.332999936,291051.0152710094,0.0,17.45862969114532,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(41380, 90725, 105448, 134224, 181291, 233385, 307632, 415673, 485205, 679022)","(0.910262, 0.9471, 0.953408, 0.959819, 0.965921, 0.970856, 0.974886, 0.978265, 0.97878, 0.982047)",2.002
1462564,1606190864978000000,cbs,26108622540,1920x1080-22,782533,0.980358,30,0,45068,118304,291861,11.719,0.455,1.606190867435e+18,bola_basic_v1,bbr,2020-11-23,2020-11-23_+lqFvDFc4Fd5TU1YanDuOHM/qPUAu5T48POEMZ0peQE=_0,176.308,178.764999936,2.457000192,318491.2246030463,0.0,17.06814293293401,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(46715, 107930, 122805, 158047, 218451, 281041, 367430, 491934, 571628, 782533)","(0.892628, 0.936698, 0.945129, 0.953221, 0.961409, 0.967386, 0.972223, 0.976232, 0.976722, 0.980358)",2.002
1462565,1606190867436000000,cbs,26108802720,1280x720-20,415338,0.977981,32,27,45068,129572,340226,11.26,0.455,1.60619086917e+18,bola_basic_v1,bbr,2020-11-23,2020-11-23_+lqFvDFc4Fd5TU1YanDuOHM/qPUAu5T48POEMZ0peQE=_0,178.766,180.499999744,1.733999872,239525.96923836452,0.0,16.572024085406323,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(42126, 90701, 105567, 133586, 185979, 237734, 310260, 415338, 488745, 673357)","(0.92564, 0.952362, 0.956104, 0.961408, 0.966045, 0.970572, 0.974428, 0.977981, 0.978998, 0.982308)",2.002
1462566,1606190869171000000,cbs,26108982900,1920x1080-22,657193,0.982495,32,0,45068,132475,216955,11.909,0.455,1.606190871286e+18,bola_basic_v1,bbr,2020-11-23,2020-11-23_+lqFvDFc4Fd5TU1YanDuOHM/qPUAu5T48POEMZ0peQE=_0,180.501,182.616,2.115000064,310729.54142473254,0.0,17.56837884898949,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(38136, 84861, 99078, 125543, 175890, 224596, 293958, 395694, 474705, 657193)","(0.922421, 0.951419, 0.955177, 0.961024, 0.965937, 0.970642, 0.974745, 0.978234, 0.979288, 0.982495)",2.002
1462567,1606190871287000000,cbs,26109163080,1920x1080-22,682104,0.982821,32,0,45068,130602,317695,11.413,0.455,1.606190873322e+18,bola_basic_v1,bbr,2020-11-23,2020-11-23_+lqFvDFc4Fd5TU1YanDuOHM/qPUAu5T48POEMZ0peQE=_0,182.617,184.651999744,2.034999808,335186.27241069503,0.0,17.65002120313968,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(40422, 88426, 103347, 130276, 183213, 233491, 304547, 406302, 495685, 682104)","(0.922267, 0.950542, 0.955103, 0.960721, 0.965944, 0.9705, 0.974709, 0.978161, 0.979631, 0.982821)",2.002
1462568,1606190873323000000,cbs,26109343260,1280x720-20,399703,0.978843,32,27,45068,130243,320141,11.379,0.455,1.606190874587e+18,bola_basic_v1,bbr,2020-11-23,2020-11-23_+lqFvDFc4Fd5TU1YanDuOHM/qPUAu5T48POEMZ0peQE=_0,184.653,185.916999936,1.264,316220.7278481013,0.0,16.74545913943745,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(40496, 87695, 102968, 129605, 181579, 230455, 299485, 399703, 482406, 660136)","(0.924179, 0.952646, 0.95612, 0.961784, 0.966835, 0.971207, 0.975453, 0.978843, 0.979864, 0.983048)",2.002
1462569,1606190874588000000,cbs,26109523440,1280x720-20,480763,0.980275,32,0,45068,121324,322466,12.116,0.455,1.606190876002e+18,bola_basic_v1,bbr,2020-11-23,2020-11-23_+lqFvDFc4Fd5TU1YanDuOHM/qPUAu5T48POEMZ0peQE=_0,185.918,187.331999744,1.413999872,340002.1524188653,0.0,17.049829881185424,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(49614, 109522, 126868, 159253, 219108, 278426, 361158, 480763, 577476, 791142)","(0.929975, 0.956639, 0.960412, 0.96577, 0.96984, 0.974026, 0.977485, 0.980275, 0.980889, 0.983568)",2.002
1462570,1606190876003000000,cbs,26109703620,1920x1080-22,884954,0.983588,32,23,45068,136728,353340,12.703,0.455,1.606190878571e+18,bola_basic_v1,bbr,2020-11-23,2020-11-23_+lqFvDFc4Fd5TU1YanDuOHM/qPUAu5T48POEMZ0peQE=_0,187.333,189.900999936,2.568,344608.2554517134,0.0,17.848384917051256,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(54164, 126479, 145810, 184404, 256268, 323607, 413521, 538711, 663393, 884954)","(0.92607, 0.955032, 0.958962, 0.964837, 0.969212, 0.973651, 0.97734, 0.980199, 0.980725, 0.983588)",2.002
1462571,1606190878573000000,cbs,26109883800,1920x1080-22,709011,0.98027,32,0,45068,136636,311047,12.145,0.455,1.606190880797e+18,bola_basic_v1,bbr,2020-11-23,2020-11-23_+lqFvDFc4Fd5TU1YanDuOHM/qPUAu5T48POEMZ0peQE=_0,189.903,192.126999808,2.224,318799.91007194243,0.0,17.048729147478085,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(44426, 98455, 113658, 143810, 195404, 250544, 329294, 442338, 513965, 709011)","(0.90463, 0.943571, 0.950741, 0.957291, 0.963528, 0.968589, 0.972815, 0.976514, 0.976834, 0.98027)",2.002
1462572,1606190880798000000,cbs,26110063980,1280x720-22,312252,0.983607,32,0,44481,113461,12772,11.913,0.455,1.606190881705e+18,bola_basic_v1,bbr,2020-11-23,2020-11-23_+lqFvDFc4Fd5TU1YanDuOHM/qPUAu5T48POEMZ0peQE=_0,192.128,193.034999808,0.906999808,344269.091620359,0.0,17.853415611200816,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(45149, 96850, 111531, 138837, 188734, 240145, 312252, 422411, 501781, 693866)","(0.957991, 0.972005, 0.973451, 0.976613, 0.978852, 0.9814, 0.983607, 0.985393, 0.985713, 0.987613)",2.002
1462573,1606190881705000000,cbs,26110244160,1280x720-20,349921,0.982389,34,27,44481,130113,365567,13.006,0.455,1.60619088279e+18,bola_basic_v1,bbr,2020-11-23,2020-11-23_+lqFvDFc4Fd5TU1YanDuOHM/qPUAu5T48POEMZ0peQE=_0,193.035,194.12,1.085000192,322507.77703088184,0.0,17.54215982922474,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(33431, 71857, 82168, 103496, 144661, 186448, 250768, 349921, 427650, 627559)","(0.947306, 0.965517, 0.967439, 0.971512, 0.974283, 0.977444, 0.980172, 0.982389, 0.982608, 0.984881)",2.002
1462574,1606190882791000000,cbs,26110424340,1920x1080-22,761772,0.984341,32,0,44481,119984,345379,13.923,0.455,1.606190885401e+18,bola_basic_v1,bbr,2020-11-23,2020-11-23_+lqFvDFc4Fd5TU1YanDuOHM/qPUAu5T48POEMZ0peQE=_0,194.121,196.730999808,2.609999872,291866.68098043493,0.0,18.052359758891143,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(46587, 102728, 118413, 149531, 206439, 262028, 342181, 460710, 554629, 761772)","(0.940208, 0.962192, 0.964538, 0.969433, 0.972345, 0.976053, 0.979186, 0.981687, 0.981804, 0.984341)",2.002
1462575,1606190885402000000,cbs,26110604520,1920x1080-22,676406,0.983415,32,24,44481,81863,357287,13.315,0.455,1.60619088755e+18,bola_basic_v1,bbr,2020-11-23,2020-11-23_+lqFvDFc4Fd5TU1YanDuOHM/qPUAu5T48POEMZ0peQE=_0,196.732,198.88,2.148000256,314900.3349094573,0.0,17.802845241445,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(39357, 88540, 102735, 129797, 181586, 229840, 298832, 401184, 491164, 676406)","(0.930362, 0.957067, 0.960115, 0.965973, 0.969709, 0.974081, 0.977643, 0.980509, 0.980691, 0.983415)",2.002
1462576,1606190887551000000,cbs,26110784700,1920x1080-22,810391,0.982804,34,0,44481,96040,403100,13.17,0.455,1.606190889881e+18,bola_basic_v1,bbr,2020-11-23,2020-11-23_+lqFvDFc4Fd5TU1YanDuOHM/qPUAu5T48POEMZ0peQE=_0,198.881,201.210999808,2.329999872,347807.31524435035,0.0,17.64572563555031,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(54588, 118969, 135636, 171060, 235025, 297789, 384375, 509351, 598326, 810391)","(0.921253, 0.952235, 0.957234, 0.963138, 0.967995, 0.97253, 0.976344, 0.979399, 0.979813, 0.982804)",2.002
1462577,1606190889882000000,cbs,26110964880,1920x1080-22,716717,0.98248,32,32,44481,141047,324075,12.84,0.455,1.606190892193e+18,bola_basic_v1,bbr,2020-11-23,2020-11-23_+lqFvDFc4Fd5TU1YanDuOHM/qPUAu5T48POEMZ0peQE=_0,201.212,203.522999808,2.311000064,310132.83433643385,0.0,17.564658981679386,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(47290, 102483, 116518, 147301, 202009, 256183, 330611, 439576, 527049, 716717)","(0.919697, 0.951941, 0.956542, 0.962731, 0.967609, 0.972376, 0.976287, 0.979344, 0.979475, 0.98248)",2.002
1462578,1606190892194000000,cbs,26111145060,1280x720-20,438095,0.982982,34,0,44481,125265,360560,12.531,0.455,1.606190893377e+18,bola_basic_v1,bbr,2020-11-23,2020-11-23_+lqFvDFc4Fd5TU1YanDuOHM/qPUAu5T48POEMZ0peQE=_0,203.524,204.706999808,1.183000064,370325.42375247076,0.0,17.69091480679236,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(47165, 99905, 116543, 144973, 199692, 251269, 327075, 438095, 545455, 750478)","(0.950684, 0.967925, 0.969997, 0.973568, 0.975926, 0.978785, 0.981057, 0.982982, 0.98349, 0.985583)",2.002
1462579,1606190893378000000,cbs,26111325240,1280x720-20,396666,0.983506,36,0,44481,130713,378728,13.35,0.455,1.606190894454e+18,bola_basic_v1,bbr,2020-11-23,2020-11-23_+lqFvDFc4Fd5TU1YanDuOHM/qPUAu5T48POEMZ0peQE=_0,204.708,205.784,1.076000256,368648.61117653863,0.0,17.826740097728877,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(40116, 86464, 102405, 126787, 178136, 225876, 294138, 396666, 519843, 716220)","(0.954457, 0.969609, 0.971273, 0.97472, 0.976793, 0.979439, 0.981704, 0.983506, 0.98369, 0.985768)",2.002
1462580,1606190894455000000,cbs,26111505420,1920x1080-22,763064,0.982428,36,36,44481,131951,390136,14.272,0.455,1.60619089662e+18,bola_basic_v1,bbr,2020-11-23,2020-11-23_+lqFvDFc4Fd5TU1YanDuOHM/qPUAu5T48POEMZ0peQE=_0,205.785,207.949999872,2.164999936,352454.5138831819,0.0,17.551788054067163,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(48144, 104426, 120936, 152137, 207847, 263950, 345386, 466498, 553021, 763064)","(0.919421, 0.950782, 0.956839, 0.962484, 0.968046, 0.972358, 0.976042, 0.979054, 0.979398, 0.982428)",2.002
1462581,1606190896621000000,cbs,26111685600,1920x1080-22,702558,0.981692,36,0,44481,91864,425898,14.108,0.455,1.606190898485e+18,bola_basic_v1,bbr,2020-11-23,2020-11-23_+lqFvDFc4Fd5TU1YanDuOHM/qPUAu5T48POEMZ0peQE=_0,207.951,209.814999808,1.864,376908.79828326177,0.0,17.373590962447384,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(42939, 93356, 108034, 138744, 187716, 242026, 317295, 429838, 502860, 702558)","(0.915568, 0.948743, 0.953724, 0.960432, 0.965696, 0.970869, 0.975063, 0.978489, 0.97846, 0.981692)",2.002
1462582,1606190898486000000,cbs,26111865780,1920x1080-22,664635,0.982321,34,34,44481,122498,371216,14.246,0.455,1.606190900402e+18,bola_basic_v1,bbr,2020-11-23,2020-11-23_+lqFvDFc4Fd5TU1YanDuOHM/qPUAu5T48POEMZ0peQE=_0,209.816,211.731999744,1.915999744,346886.78956316184,0.0,17.525423041851884,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(36866, 82236, 95271, 122340, 168415, 217608, 287411, 392512, 465651, 664635)","(0.919325, 0.951513, 0.9557, 0.962221, 0.967117, 0.972079, 0.976161, 0.979383, 0.979269, 0.982321)",2.002
