time (ns GMT),channel,video_ts,format,size,ssim_index,cwnd,in_flight,min_rtt,rtt,delivery_rate,buffer,cum_rebuf,time (ns GMT) acked,buffer acked,abr,cc,day,session,time_sent,time_acked,trans_time,throughput,rebuf,ssim,formats,sizes,qualities,duration
1672945234566000000,cbs,166941634860,426x240-26,24051,0.883997,14,0,12723,20301,148140,0.0,0.0,1.672945234629e+18,2.002,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_0,0.0,0.062999808,0.062999808,381763.0682303032,0.0,9.35530779164475,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(24051, 73939, 82177, 115883, 168939, 242458, 349132, 502485, 588107, 875425)","(0.883997, 0.91874, 0.925897, 0.935472, 0.945315, 0.953822, 0.961193, 0.967335, 0.968623, 0.974293)",2.002
1672945234650000000,cbs,166941815040,1920x1080-24,692159,0.971347,38,0,9693,17155,1434184,2.002,0.0,1.672945234754e+18,4.004,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_0,0.084,0.187999744,0.104,6655375.0,0.0,15.428299002153803,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(32936, 89059, 102679, 140660, 203628, 285415, 404765, 576115, 692159, 1000459)","(0.891346, 0.926391, 0.933746, 0.94177, 0.95098, 0.958176, 0.964375, 0.969441, 0.971347, 0.976203)",2.002
1672945234758000000,cbs,166941995220,1920x1080-22,1111901,0.984563,400,0,8608,16150,11918143,4.004,0.095,1.672945234832e+18,6.006,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_0,0.192,0.265999872,0.073999872,15025715.179615447,0.095,18.114370958420935,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(56752, 134751, 159385, 207840, 285764, 372105, 491523, 658612, 830790, 1111901)","(0.928883, 0.955414, 0.962278, 0.966035, 0.972003, 0.975126, 0.977775, 0.980041, 0.982234, 0.984563)",2.002
1672945234836000000,cbs,166942175400,1920x1080-22,695141,0.985277,505,1,8608,23743,16980693,6.006,0.095,1.67294523491e+18,7.91,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_0,0.27,0.344,0.074000128,9393781.048594942,0.0,18.320036879131184,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(39773, 88337, 102816, 133833, 175559, 228784, 300866, 406536, 496343, 695141)","(0.917597, 0.949936, 0.95929, 0.963603, 0.972129, 0.97526, 0.978152, 0.980386, 0.983146, 0.985277)",2.002
1672945234914000000,cbs,166942355580,1280x720-24,184436,0.990633,563,0,8608,21220,24735359,7.91,0.095,1.672945234948e+18,9.865,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_0,0.348,0.381999872,0.034000128,5424567.813391762,0.0,20.283994797699407,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(40236, 79832, 88632, 108222, 149083, 184436, 243070, 330412, 374305, 513849)","(0.96898, 0.982031, 0.984763, 0.986402, 0.989517, 0.990633, 0.991594, 0.992399, 0.993128, 0.99393)",2.002
1672945234952000000,cbs,166942535760,854x480-26,36731,0.990416,563,28,8608,19158,3212542,9.865,0.095,1.672945234976e+18,11.867,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_0,0.386,0.409999872,0.024,1530458.3333333333,0.0,20.184531949547623,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(17918, 32591, 36731, 45292, 62188, 83627, 125845, 208327, 284186, 454176)","(0.984054, 0.989213, 0.990416, 0.991197, 0.992164, 0.992812, 0.993331, 0.993657, 0.99404, 0.994569)",2.002
1672945234980000000,cbs,166942715940,1920x1080-22,931573,0.97191,563,0,8608,17980,3395202,11.867,0.095,1.672945235037e+18,13.822,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_0,0.414,0.470999808,0.056999936,16343404.315401336,0.0,15.514482607984228,"('426x240-26', '854x480-26', '640x360-24', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(47025, 105267, 111341, 141893, 191252, 262120, 376139, 561238, 623612, 931573)","(0.830618, 0.903991, 0.894824, 0.918936, 0.937054, 0.948574, 0.957647, 0.964796, 0.965356, 0.97191)",2.002
1672945235041000000,cbs,166942896120,1920x1080-22,1371060,0.973382,815,0,8608,21336,31029728,13.822,0.095,1.67294523511e+18,15.731,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_0,0.475,0.544,0.069000192,19870379.491117936,0.0,15.748245792743646,"('426x240-26', '640x360-24', '854x480-26', '854x480-24', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20', '1920x1080-24', '1920x1080-22')","(72925, 174984, 199074, 259760, 352741, 463219, 622791, 858437, 980060, 1371060)","(0.85462, 0.91086, 0.923081, 0.933811, 0.94644, 0.954858, 0.961739, 0.967219, 0.968272, 0.973382)",2.002
1672945235456000000,abc,156087411480,1280x720-24,187645,0.981025,815,0,8608,27232,88228,0.0,0.0,1.672945235491e+18,2.002,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,0.89,0.924999936,0.035000064,5361275.910809764,0.0,17.21818215432483,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(24836, 44033, 55132, 65704, 83620, 109166, 137186, 187645, 269112, 399184)","(0.929711, 0.952852, 0.95825, 0.964529, 0.969009, 0.972665, 0.977447, 0.981025, 0.984101, 0.986711)",2.002
1672945235494000000,abc,156087591660,1280x720-20,313309,0.988161,816,0,8608,25001,68955,2.002,0.0,1.67294523553e+18,4.004,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,0.928,0.963999744,0.035999744,8703089.666415406,0.0,19.266849794393707,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(22924, 38516, 48996, 57195, 72342, 92599, 117864, 157787, 215037, 313309)","(0.927119, 0.953821, 0.959068, 0.966254, 0.970639, 0.973683, 0.980834, 0.983824, 0.986144, 0.988161)",2.002
1672945235534000000,abc,156087771840,1280x720-20,620167,0.987584,914,0,8608,21789,16621094,4.004,0.05,1.67294523558e+18,6.006,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,0.968,1.013999872,0.045999872,13481928.819280194,0.05,19.060182960858874,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(65006, 108442, 132152, 165412, 198897, 242302, 311586, 389646, 489754, 620167)","(0.908746, 0.944427, 0.950305, 0.959657, 0.964407, 0.968111, 0.978483, 0.982103, 0.98509, 0.987584)",2.002
1672945235584000000,abc,156087952020,1280x720-20,124013,0.989707,894,0,8608,20230,18161407,6.006,0.05,1.672945235614e+18,8.008,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,1.018,1.048,0.030000128,4133749.0293374746,0.0,19.874580272241644,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(16311, 27061, 30296, 37110, 43426, 49336, 60297, 72633, 92282, 124013)","(0.877915, 0.933164, 0.938995, 0.958425, 0.962704, 0.964677, 0.983967, 0.986796, 0.988299, 0.989707)",2.002
1672945235618000000,abc,156088132200,1280x720-20,168540,0.991441,620,26,8608,19089,88148,8.008,0.05,1.672945235648e+18,10.01,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,1.052,1.081999872,0.030000128,5617976.029968939,0.0,20.675769736232617,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(15335, 25587, 29117, 37586, 44358, 52020, 73350, 96386, 126793, 168540)","(0.907328, 0.947069, 0.951562, 0.966538, 0.968942, 0.970609, 0.985321, 0.987556, 0.989501, 0.991441)",2.002
1672945235652000000,abc,156088312380,1280x720-26,90032,0.992708,508,0,8608,18597,11524469,10.01,0.05,1.672945235688e+18,12.012,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,1.086,1.121999872,0.036,2500888.888888889,0.0,21.371533400170634,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(18786, 29106, 35322, 45287, 55101, 69522, 90032, 121046, 169223, 236300)","(0.974186, 0.983318, 0.985491, 0.987838, 0.989217, 0.990391, 0.992708, 0.993699, 0.994665, 0.995477)",2.002
1672945235692000000,abc,156088492560,1280x720-20,502149,0.991165,520,0,8608,18550,64348,12.012,0.05,1.67294523575e+18,13.924,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,1.126,1.184,0.058000128,8657722.272612916,0.0,20.537934461572153,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(41063, 71269, 85718, 105607, 127020, 157466, 209907, 274185, 365896, 502149)","(0.945653, 0.964654, 0.968291, 0.973428, 0.976509, 0.979091, 0.985062, 0.987427, 0.989448, 0.991165)",2.002
1672945235754000000,abc,156088672740,1280x720-20,403016,0.984225,374,0,8608,20882,11893439,13.924,0.05,1.672945235801e+18,15.88,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,1.188,1.234999808,0.047000064,8574796.834319204,0.0,18.020306320838287,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(28558, 48767, 60990, 69758, 87798, 113241, 142240, 192020, 275018, 403016)","(0.889266, 0.924729, 0.932731, 0.94522, 0.95108, 0.956563, 0.97022, 0.97589, 0.980516, 0.984225)",2.002
1672945236726000000,abc,156088852920,1280x720-20,399037,0.984158,432,0,8608,20972,14721275,14.952,0.05,1.672945236767e+18,16.925,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,2.16,2.200999936,0.040999936,9732624.948487725,0.0,18.001899910461926,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(31947, 49076, 61781, 70484, 90205, 117442, 145000, 197858, 279576, 399037)","(0.873561, 0.915636, 0.924952, 0.93861, 0.946105, 0.952223, 0.96897, 0.975284, 0.980123, 0.984158)",2.002
1672945238827000000,abc,156089033100,1280x720-20,383335,0.984182,446,0,8608,20516,17978282,14.871,0.05,1.672945238872e+18,16.825,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,4.261,4.305999872,0.044999936,8518567.670851799,0.0,18.008484287949113,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(28615, 42761, 53782, 63123, 79733, 104713, 133010, 183013, 262358, 383335)","(0.874654, 0.917705, 0.926842, 0.939344, 0.94685, 0.953111, 0.969458, 0.975415, 0.980373, 0.984182)",2.002
1672945240922000000,abc,156089213280,1280x720-20,337834,0.984012,454,0,8608,21505,16959759,14.783,0.05,1.67294524097e+18,16.739,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,6.356,6.403999744,0.048,7038208.333333333,0.0,17.962058604119328,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(25637, 41144, 51670, 58515, 73853, 96489, 120739, 163446, 230909, 337834)","(0.874875, 0.917897, 0.926915, 0.939967, 0.9471, 0.953396, 0.969581, 0.975663, 0.98018, 0.984012)",2.002
1672945242751000000,abc,156089393460,1280x720-20,356397,0.984075,454,0,8608,21136,9206888,14.981,0.05,1.672945242798e+18,16.937,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,8.185,8.232,0.047000064,7582904.567959737,0.0,17.979205589926128,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(26509, 41007, 52086, 60548, 76196, 98269, 124203, 170717, 242438, 356397)","(0.87545, 0.917888, 0.927179, 0.939395, 0.947452, 0.953287, 0.969506, 0.975599, 0.980259, 0.984075)",2.002
1672945244853000000,abc,156089573640,1280x720-20,379033,0.98549,454,0,8608,22520,11157265,14.851,0.05,1.672945244892e+18,16.806,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,10.287,10.325999872,0.039000064,9718778.92302946,0.0,18.383325875622635,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(28944, 44075, 55478, 62535, 79355, 104241, 143200, 197310, 273564, 379033)","(0.874243, 0.916675, 0.926021, 0.938821, 0.946713, 0.952656, 0.970419, 0.976669, 0.981483, 0.98549)",2.002
1672945246959000000,abc,156089753820,1280x720-20,409330,0.986048,530,0,8608,20205,13651402,14.765,0.05,1.672945247003e+18,16.721,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,12.393,12.436999936,0.044,9302954.545454547,0.0,18.553635324115092,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(29282, 46577, 58875, 66831, 85752, 113647, 152964, 211190, 295118, 409330)","(0.873819, 0.917075, 0.92663, 0.939948, 0.947475, 0.953284, 0.97115, 0.97716, 0.981913, 0.986048)",2.002
1672945248786000000,abc,156089934000,1280x720-20,811644,0.981186,482,0,8608,19997,12135168,14.953,0.05,1.672945248858e+18,16.863,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,14.22,14.291999744,0.072,11272833.333333334,0.0,17.25518860311084,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(80202, 127305, 160674, 175285, 223255, 286255, 354783, 463752, 610895, 811644)","(0.862845, 0.909206, 0.920881, 0.93256, 0.941808, 0.949271, 0.963765, 0.970971, 0.976363, 0.981186)",2.002
1672945250862000000,abc,156090114180,1280x720-20,590877,0.976811,382,0,8608,17382,12769321,14.865,0.05,1.672945250925e+18,16.775,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,16.296,16.358999808,0.062999808,9379028.58370616,0.0,16.34717979427817,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(58927, 93346, 117601, 128930, 163262, 209711, 233374, 308645, 423091, 590877)","(0.853779, 0.906833, 0.919466, 0.929246, 0.939463, 0.947907, 0.957541, 0.964914, 0.971169, 0.976811)",2.002
1672945252962000000,abc,156090294360,1280x720-20,505829,0.978786,348,0,7843,16582,9458750,14.783,0.05,1.672945253012e+18,16.693,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,18.396,18.445999872,0.050000128,10116554.101621501,0.0,16.73377435484346,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(50077, 77570, 98238, 106796, 135621, 174441, 195076, 259174, 358356, 505829)","(0.858828, 0.910022, 0.923031, 0.932785, 0.942479, 0.950445, 0.960773, 0.967793, 0.973556, 0.978786)",2.002
1672945254792000000,abc,156090474540,1280x720-20,982291,0.984417,358,0,7843,16450,10921936,14.937,0.05,1.672945254879e+18,16.846,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,20.226,20.312999936,0.087000064,11290692.843628252,0.0,18.0734892933202,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(72293, 127872, 172290, 188458, 255056, 345588, 408671, 559980, 751224, 982291)","(0.892517, 0.929309, 0.939007, 0.946614, 0.954571, 0.961339, 0.96981, 0.975737, 0.980512, 0.984417)",2.002
1672945256896000000,abc,156090654720,1280x720-22,744033,0.985106,338,0,7843,17549,9510147,14.85,0.05,1.672945256965e+18,16.76,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,22.33,22.398999808,0.068999936,10783096.95823486,0.0,18.269886504926504,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(67258, 123867, 166197, 178619, 240196, 324838, 417871, 567443, 744033, 942887)","(0.908532, 0.942222, 0.949881, 0.954173, 0.960716, 0.965663, 0.976525, 0.981304, 0.985106, 0.988195)",2.002
1672945258736000000,abc,156090834900,1280x720-20,987573,0.985812,370,0,7843,18298,15451090,14.999,0.05,1.672945258819e+18,16.908,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,24.17,24.252999936,0.083000064,11898460.704801384,0.0,18.480788202000955,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(80652, 156155, 197988, 235375, 297389, 376207, 495432, 634567, 797586, 987573)","(0.901984, 0.936627, 0.943318, 0.950895, 0.956439, 0.960729, 0.973422, 0.978279, 0.982364, 0.985812)",2.002
1672945260842000000,abc,156091015080,1280x720-20,1051955,0.984821,512,0,7843,18489,10455691,14.915,0.05,1.672945261144e+18,16.59,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,26.276,26.577999872,0.302000128,3483293.2256240635,0.0,18.187568390325893,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(80917, 152906, 198377, 233531, 300816, 389470, 484283, 638274, 831009, 1051955)","(0.898826, 0.933586, 0.940564, 0.948595, 0.954744, 0.959794, 0.971061, 0.976533, 0.981134, 0.984821)",2.002
1672945262923000000,abc,156091195260,1280x720-20,946802,0.982035,283,0,7843,16127,16637764,14.829,0.05,1.672945262997e+18,16.739,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,28.357,28.430999808,0.073999872,12794643.752897304,0.0,17.455727784593314,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(34676, 67132, 93935, 104338, 150166, 221918, 268991, 422365, 651541, 946802)","(0.878339, 0.918616, 0.927569, 0.937071, 0.945483, 0.952464, 0.964486, 0.971526, 0.97733, 0.982035)",2.002
1672945264762000000,abc,156091375440,1280x720-20,1162195,0.980984,494,0,7843,16737,19646533,14.978,0.05,1.672945264845e+18,16.887,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,30.196,30.278999808,0.083000064,14002338.60060638,0.0,17.20880831279875,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(53030, 102500, 140492, 160918, 222184, 314679, 390079, 571152, 834827, 1162195)","(0.877478, 0.915318, 0.924501, 0.93435, 0.942982, 0.950268, 0.962392, 0.969813, 0.975971, 0.980984)",2.002
1672945266867000000,abc,156091555620,1280x720-20,1409646,0.981039,643,0,7843,20050,309125,14.892,0.05,1.672945266965e+18,16.755,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,32.301,32.398999808,0.097999872,14384161.64461929,0.0,17.22138761774883,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(98202, 173925, 222917, 265869, 341451, 447449, 573628, 776701, 1065124, 1409646)","(0.892658, 0.927133, 0.934342, 0.941965, 0.948427, 0.953803, 0.965745, 0.97156, 0.976676, 0.981039)",2.002
1672945268967000000,abc,156091735800,1280x720-20,1351836,0.979421,642,0,7843,17809,17522428,14.763,0.05,1.672945269078e+18,16.667,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,34.401,34.512,0.111000064,12178695.68075204,0.0,16.86575732830807,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(85316, 158247, 207806, 248286, 326698, 437222, 575549, 780272, 1040501, 1351836)","(0.884356, 0.919993, 0.928137, 0.935123, 0.942656, 0.948951, 0.961732, 0.968667, 0.974541, 0.979421)",2.002
1672945270782000000,abc,156091915980,1280x720-20,1225369,0.976878,644,0,7843,20188,12101014,14.948,0.05,1.672945270865e+18,16.857,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,36.216,36.298999808,0.082999808,14763516.079458883,0.0,16.35974603149552,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(43674, 94610, 137159, 158172, 229841, 338429, 464631, 663386, 912046, 1225369)","(0.852729, 0.895013, 0.907765, 0.916129, 0.928244, 0.938312, 0.952682, 0.962527, 0.970404, 0.976878)",2.002
1672945272868000000,abc,156092096160,1280x720-20,1147934,0.97781,712,0,7843,17430,123739,14.864,0.05,1.672945272954e+18,16.773,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,38.302,38.387999744,0.085999872,13348089.634365967,0.0,16.538426977679908,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(40681, 83074, 121562, 137500, 202599, 301357, 406022, 596152, 839106, 1147934)","(0.852652, 0.896383, 0.909249, 0.91859, 0.930843, 0.940938, 0.954763, 0.964243, 0.971718, 0.97781)",2.002
1672945274953000000,abc,156092276340,1280x720-20,801789,0.983803,614,0,7843,19223,16890389,14.797,0.05,1.672945275015e+18,16.705,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,40.387,40.448999936,0.062000128,12932053.946727335,0.0,17.905654178090945,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(37024, 76970, 107198, 119328, 168712, 238158, 301913, 432047, 597787, 801789)","(0.872353, 0.916516, 0.927051, 0.937289, 0.946078, 0.953692, 0.966152, 0.973346, 0.979203, 0.983803)",2.002
1672945276774000000,abc,156092456520,1280x720-20,692394,0.985403,542,0,7843,19564,836276,14.993,0.05,1.67294527684e+18,16.908,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,42.208,42.273999872,0.065999872,10490838.527686842,0.0,18.357363919773405,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(30236, 63196, 87781, 99041, 140627, 198784, 244081, 357224, 506954, 692394)","(0.880014, 0.923063, 0.93292, 0.943475, 0.951235, 0.957882, 0.969821, 0.976462, 0.981442, 0.985403)",2.002
1672945278857000000,abc,156092636700,1280x720-20,644449,0.9854,532,0,7843,20133,13718461,14.88,0.05,1.67294527892e+18,16.836,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,44.291,44.353999872,0.063000064,10229338.814639935,0.0,18.356471442155645,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(27755, 57775, 80046, 89364, 126417, 180496, 212265, 319314, 465651, 644449)","(0.881254, 0.92456, 0.933889, 0.944763, 0.952493, 0.958822, 0.970161, 0.976402, 0.981496, 0.9854)",2.002
