time (ns GMT),channel,video_ts,format,size,ssim_index,cwnd,in_flight,min_rtt,rtt,delivery_rate,buffer,cum_rebuf,time (ns GMT) acked,buffer acked,abr,cc,day,session,time_sent,time_acked,trans_time,throughput,rebuf,ssim,formats,sizes,qualities,duration
1672946662177000000,abc,156217141080,1280x720-20,656829,0.980053,1050,0,7619,20132,33027015,14.978,0.05,1.672946662225e+18,16.887,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,1427.611,1427.658999808,0.048,13683937.5,0.0,17.001224123289457,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(55431, 90187, 114284, 132273, 169196, 223025, 237989, 333026, 471182, 656829)","(0.835687, 0.892473, 0.902735, 0.920884, 0.93019, 0.938155, 0.960793, 0.968294, 0.974703, 0.980053)",2.002
1672946664258000000,abc,156217321260,1280x720-20,601837,0.980545,890,0,7619,17807,114393,14.881,0.05,1.672946664305e+18,16.837,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,1429.692,1429.738999808,0.047000064,12805025.116561543,0.0,17.10968764860239,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(50901, 82802, 105521, 120599, 155740, 205311, 212606, 298403, 425127, 601837)","(0.837092, 0.893757, 0.903474, 0.921843, 0.931142, 0.938925, 0.96236, 0.969642, 0.97553, 0.980545)",2.002
1672946666348000000,abc,156217501440,1280x720-20,1103339,0.977757,776,0,7619,18866,22878111,14.796,0.05,1.672946666422e+18,16.704,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,1431.782,1431.856,0.074000128,14909960.696284201,0.0,16.528066381520627,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(105204, 177143, 222583, 259614, 331315, 426467, 517946, 668959, 862738, 1103339)","(0.83128, 0.886604, 0.898122, 0.91491, 0.925032, 0.933825, 0.95742, 0.965376, 0.972014, 0.977757)",2.002
1672946668181000000,abc,156217681620,1280x720-20,537468,0.980392,848,0,7619,25728,28412730,14.982,0.05,1.672946668231e+18,16.89,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,1433.615,1433.664999936,0.050000128,10749332.481708847,0.0,17.075667017559795,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(52741, 80107, 99709, 115352, 147321, 192025, 194008, 268954, 380070, 537468)","(0.850639, 0.900647, 0.909789, 0.925793, 0.933647, 0.940685, 0.961724, 0.96932, 0.975196, 0.980392)",2.002
1672946670271000000,abc,156217861800,1280x720-20,934790,0.979159,848,0,7619,27349,28597411,14.859,0.05,1.672946670357e+18,16.768,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,1435.705,1435.790999808,0.085999872,10869667.340900227,0.0,16.810814464059824,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(88154, 146026, 183482, 212129, 269381, 345290, 411414, 541079, 713416, 934790)","(0.8426, 0.894843, 0.9052, 0.922011, 0.930794, 0.938545, 0.960041, 0.967669, 0.973844, 0.979159)",2.002
1672946672371000000,abc,156218041980,1280x720-20,599946,0.979793,832,0,7619,39453,16244673,14.775,0.05,1.67294667242e+18,16.731,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,1437.805,1437.853999872,0.048999936,12243811.910284944,0.0,16.94498158535967,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(50073, 77958, 98178, 111166, 145790, 193490, 217913, 307966, 432177, 599946)","(0.844219, 0.896467, 0.906027, 0.921445, 0.930031, 0.938089, 0.960687, 0.968071, 0.974454, 0.979793)",2.002
1672946674206000000,abc,156218222160,1280x720-20,600511,0.982275,902,0,7619,30504,99624,14.959,0.05,1.672946674255e+18,16.868,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,1439.64,1439.688999936,0.048999936,12255342.537590252,0.0,17.514137561448962,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(62388, 101773, 126484, 144678, 181753, 232379, 249537, 331620, 447384, 600511)","(0.849329, 0.901647, 0.910647, 0.927891, 0.936382, 0.943208, 0.965021, 0.971739, 0.977388, 0.982275)",2.002
1672946676297000000,abc,156218402340,1280x720-20,830992,0.981573,858,0,7619,24136,25547634,14.869,0.05,1.672946676355e+18,16.779,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,1441.731,1441.788999936,0.058000128,14327416.656735655,0.0,17.345453641568167,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(83099, 142647, 177896, 203003, 255035, 322548, 369772, 480890, 631123, 830992)","(0.848267, 0.900942, 0.911084, 0.927576, 0.936236, 0.943467, 0.965211, 0.971729, 0.976913, 0.981573)",2.002
1672946678391000000,abc,156218582520,1280x720-20,682714,0.980643,792,0,7619,20237,80613,14.782,0.05,1.672946678446e+18,16.691,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,1443.825,1443.88,0.055000064,12412967.374001602,0.0,17.13161949940988,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(62654, 101725, 127173, 145166, 182336, 233608, 278496, 371021, 501156, 682714)","(0.845304, 0.901613, 0.910796, 0.927522, 0.935185, 0.942124, 0.962275, 0.969338, 0.975195, 0.980643)",2.002
1672946680205000000,abc,156218762700,1280x720-20,462232,0.982688,766,0,7619,18107,23797312,14.967,0.05,1.672946680252e+18,16.876,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,1445.639,1445.685999872,0.047000064,9834710.012309771,0.0,17.616527565735247,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(42712, 69671, 85144, 96323, 120845, 155063, 157355, 216337, 313216, 462232)","(0.854063, 0.908417, 0.91636, 0.934517, 0.941285, 0.947108, 0.968292, 0.973794, 0.978459, 0.982688)",2.002
1672946682299000000,abc,156218942880,1280x720-20,503737,0.983465,698,0,7619,18853,11347775,14.874,0.05,1.672946682343e+18,16.783,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,1447.733,1447.776999936,0.044,11448568.181818182,0.0,17.815958007502793,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(49958, 82265, 101281, 114014, 142521, 182931, 199745, 265187, 363410, 503737)","(0.854207, 0.908481, 0.916751, 0.934353, 0.941273, 0.947115, 0.968204, 0.974098, 0.978905, 0.983465)",2.002
1672946684391000000,abc,156219123060,1280x720-20,485758,0.984251,714,0,7619,19452,86273,14.783,0.05,1.672946684438e+18,16.738,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,1449.825,1449.872,0.047000064,10335262.522195714,0.0,18.027470170026096,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(47468, 77343, 96366, 109252, 138256, 177563, 183805, 250239, 346985, 485758)","(0.853646, 0.908208, 0.916739, 0.934392, 0.941604, 0.947657, 0.969632, 0.975356, 0.980126, 0.984251)",2.002
1672946686210000000,abc,156219303240,1280x720-20,891686,0.978633,604,0,7619,22831,15490716,14.953,0.05,1.67294668627e+18,16.864,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,1451.644,1451.704,0.060000256,14861369.924821654,0.0,16.70256449988765,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(90959, 148689, 183188, 210434, 261635, 329579, 400629, 518457, 677293, 891686)","(0.835718, 0.894115, 0.904903, 0.922545, 0.93112, 0.938544, 0.960081, 0.967097, 0.973208, 0.978633)",2.002
1672946688303000000,abc,156219483420,1280x720-20,632318,0.980739,714,0,7619,23847,838261,14.874,0.05,1.672946688356e+18,16.788,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,1453.737,1453.789999872,0.052999936,11930542.708579876,0.0,17.153211687583294,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(67220, 112178, 139100, 158705, 195032, 245326, 263961, 344044, 461654, 632318)","(0.844553, 0.902339, 0.911343, 0.929593, 0.937195, 0.943419, 0.965024, 0.971024, 0.976, 0.980739)",2.002
1672946690413000000,abc,156219663600,1280x720-20,489859,0.981471,700,0,7619,25807,19971575,14.739,0.05,1.672946690477e+18,16.695,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,1455.847,1455.910999808,0.064,7654046.875,0.0,17.321480186843946,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(52056, 81898, 100738, 114243, 142991, 183220, 191073, 253795, 348657, 489859)","(0.838349, 0.898285, 0.907553, 0.926848, 0.934927, 0.941495, 0.965268, 0.971617, 0.976829, 0.981471)",2.002
1672946692249000000,abc,156219843780,1280x720-20,2480073,0.968275,1038,0,7619,27512,16969381,14.927,0.05,1.672946692423e+18,16.74,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,1457.683,1457.856999936,0.174000128,14253282.618274854,0.0,14.985983692332576,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(176017, 355347, 468759, 546270, 721858, 959677, 1194704, 1530090, 1952410, 2480073)","(0.779242, 0.842754, 0.861929, 0.877621, 0.894729, 0.909387, 0.93637, 0.949224, 0.959707, 0.968275)",2.002
1672946694327000000,abc,156220023960,1280x720-20,2732522,0.963403,692,0,7619,21103,22238600,14.829,0.05,1.672946694556e+18,16.598,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,1459.761,1459.989999872,0.228999936,11932413.81517242,0.0,14.365545139729525,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(132147, 259243, 355797, 414670, 580736, 809792, 1206742, 1620180, 2124714, 2732522)","(0.730192, 0.800854, 0.821712, 0.845165, 0.865676, 0.883483, 0.922521, 0.939385, 0.952708, 0.963403)",2.002
1672946696416000000,abc,156220204140,1280x720-20,1406173,0.967697,870,0,7619,28842,10123886,14.772,0.05,1.672946696506e+18,16.679,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,1461.85,1461.939999744,0.089999872,15624166.66548148,0.0,14.907571425932309,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(44883, 89568, 125201, 157210, 226590, 324830, 511513, 748026, 1044529, 1406173)","(0.718243, 0.793568, 0.812914, 0.844887, 0.863841, 0.880512, 0.929761, 0.94594, 0.957924, 0.967697)",2.002
1672946698240000000,abc,156220384320,1280x720-20,1327478,0.969382,838,0,7619,21740,68939,14.952,0.05,1.672946698343e+18,16.814,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,1463.674,1463.776999936,0.103000064,12888127.914172946,0.0,15.140231812841245,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(50447, 97332, 133090, 165358, 232704, 328524, 504365, 727346, 997475, 1327478)","(0.718802, 0.795172, 0.813887, 0.844915, 0.864581, 0.880793, 0.930593, 0.947839, 0.959726, 0.969382)",2.002
1672946700349000000,abc,156220564500,1280x720-20,1339532,0.96799,1172,0,7619,29860,19017529,14.811,0.05,1.672946700428e+18,16.721,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,1465.783,1465.861999872,0.079000064,16956087.529245548,0.0,14.947143258558679,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(48246, 95449, 130458, 161111, 228730, 325100, 497882, 721704, 999214, 1339532)","(0.719781, 0.795679, 0.813796, 0.844348, 0.864228, 0.880467, 0.927838, 0.945658, 0.95808, 0.96799)",2.002
1672946702181000000,abc,156220744680,1280x720-20,1638294,0.967261,1158,0,7619,23605,83610,14.999,0.05,1.672946702287e+18,16.86,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,1467.615,1467.720999936,0.106000128,15455585.110236848,0.0,14.849345900772395,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(69308, 136326, 182821, 225622, 312851, 431091, 664791, 931101, 1249302, 1638294)","(0.711118, 0.786271, 0.805301, 0.837313, 0.857306, 0.87376, 0.92832, 0.945201, 0.957401, 0.967261)",2.002
1672946704249000000,abc,156220924860,1280x720-20,1315038,0.969571,1024,0,7619,31584,26838094,14.949,0.05,1.672946704326e+18,16.852,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,1469.683,1469.76,0.077000192,17078372.999381613,0.0,15.167123197949055,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(48160, 95673, 131475, 164817, 232741, 326725, 528439, 739379, 999576, 1315038)","(0.714571, 0.792717, 0.810953, 0.843324, 0.862686, 0.879176, 0.933134, 0.948842, 0.960158, 0.969571)",2.002
1672946706305000000,abc,156221105040,1280x720-20,1269514,0.970742,1066,0,7619,26219,20001120,14.893,0.05,1.672946706402e+18,16.756,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,1471.739,1471.835999744,0.096999936,13087781.831113786,0.0,15.337553644256893,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(48684, 93942, 127980, 160375, 225296, 315188, 505770, 714070, 965733, 1269514)","(0.718904, 0.797143, 0.815356, 0.847942, 0.866576, 0.882448, 0.935066, 0.950562, 0.961582, 0.970742)",2.002
1672946708381000000,abc,156221285220,1280x720-20,1237054,0.97034,1006,0,7619,23698,113239,14.803,0.05,1.672946708466e+18,16.714,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,1473.815,1473.899999744,0.084999936,14553587.428583477,0.0,15.278288533076365,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(46183, 86931, 119792, 152058, 219538, 314293, 515699, 713354, 950498, 1237054)","(0.726316, 0.802195, 0.820177, 0.850038, 0.869767, 0.88552, 0.935109, 0.950139, 0.961167, 0.97034)",2.002
1672946710439000000,abc,156221465400,1280x720-20,1234432,0.975746,988,0,7619,24101,21993748,14.734,0.05,1.672946710561e+18,16.595,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,1475.873,1475.994999808,0.121999872,10118305.697894502,0.0,16.15216626766008,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(72060, 153054, 203154, 223032, 303272, 413526, 613828, 784108, 987637, 1234432)","(0.780517, 0.847696, 0.866226, 0.884945, 0.90009, 0.912792, 0.950602, 0.960723, 0.968824, 0.975746)",2.002
1672946712268000000,abc,156221645580,1280x720-20,1597000,0.979648,912,0,7619,25268,67126,14.92,0.05,1.672946712408e+18,16.785,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,1477.702,1477.841999872,0.14,11407142.857142856,0.0,16.913929060316796,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(99389, 188080, 245793, 276052, 361419, 483482, 654238, 883846, 1193398, 1597000)","(0.85235, 0.905014, 0.916064, 0.930411, 0.939021, 0.946382, 0.963205, 0.969697, 0.975086, 0.979648)",2.002
1672946714343000000,abc,156221825760,1280x720-20,399156,0.983155,904,0,7619,22896,23218304,14.867,0.05,1.672946714401e+18,16.772,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,1479.777,1479.834999808,0.057999872,6882015.187895587,0.0,17.73528984682861,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(33716, 56018, 68779, 81193, 102179, 130461, 145951, 200346, 280922, 399156)","(0.844067, 0.911556, 0.919882, 0.936339, 0.942953, 0.948104, 0.97014, 0.974808, 0.979107, 0.983155)",2.002
1672946716211000000,abc,156222005940,1280x720-20,272544,0.987275,714,0,7619,21627,930744,14.965,0.05,1.672946716248e+18,16.92,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,1481.645,1481.681999872,0.036999936,7366066.795358782,0.0,18.953422089912042,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(34148, 55264, 68149, 78233, 97289, 119376, 127692, 160511, 205077, 272544)","(0.847001, 0.914909, 0.92315, 0.940909, 0.94697, 0.952268, 0.976301, 0.980861, 0.984456, 0.987275)",2.002
1672946718285000000,abc,156222186120,1280x720-20,279074,0.987107,714,0,7619,20143,8838603,14.924,0.05,1.672946718322e+18,16.881,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,1483.719,1483.755999744,0.036999936,7542553.587119719,0.0,18.896460173359962,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(35646, 54555, 65955, 77085, 94991, 116745, 126055, 158943, 207559, 279074)","(0.8467, 0.913934, 0.922198, 0.939699, 0.945819, 0.951125, 0.97569, 0.980372, 0.983969, 0.987107)",2.002
1672946720384000000,abc,156222366300,1280x720-20,312653,0.986396,602,0,7619,19930,11918367,14.796,0.05,1.67294672042e+18,16.752,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,1485.818,1485.853999872,0.036,8684805.555555556,0.0,18.66333376739317,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(36392, 55044, 68080, 78907, 97574, 121696, 134340, 171726, 230683, 312653)","(0.845071, 0.911654, 0.919878, 0.937116, 0.943717, 0.948827, 0.974086, 0.978837, 0.98274, 0.986396)",2.002
1672946722213000000,abc,156222546480,1280x720-20,309988,0.987295,324,0,7619,18689,72230,14.985,0.05,1.672946722265e+18,16.94,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,1487.647,1487.698999808,0.052,5961307.692307693,0.0,18.96025330613613,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(35154, 55301, 67499, 78447, 97174, 120363, 137013, 176901, 232253, 309988)","(0.843161, 0.911366, 0.919113, 0.936809, 0.943197, 0.94808, 0.974328, 0.979438, 0.98356, 0.987295)",2.002
1672946724283000000,abc,156222726660,1280x720-20,348673,0.986223,306,0,7619,16564,10244004,14.933,0.05,1.672946724338e+18,16.84,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,1489.717,1489.771999744,0.054999808,6339531.221636265,0.0,18.608453415930946,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(35761, 55395, 67463, 79584, 98754, 124614, 146656, 193096, 260103, 348673)","(0.843537, 0.910172, 0.918429, 0.935292, 0.941967, 0.946981, 0.972578, 0.977757, 0.982141, 0.986223)",2.002
1672946726355000000,abc,156222906840,1280x720-20,342215,0.987785,294,0,7619,17230,9437015,14.864,0.05,1.672946726414e+18,16.771,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,1491.789,1491.848,0.059000064,5800247.945493754,0.0,19.131065286905454,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(34966, 54996, 68774, 80595, 101057, 129340, 158296, 206612, 265493, 342215)","(0.839947, 0.90535, 0.915194, 0.932644, 0.939088, 0.944207, 0.972823, 0.978592, 0.983523, 0.987785)",2.002
1672946728429000000,abc,156223087020,1280x720-20,345642,0.98741,305,0,7619,19033,11434700,14.76,0.05,1.672946728483e+18,16.715,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,1493.863,1493.916999936,0.054000128,6400762.60559975,0.0,18.999742698921377,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(35281, 55850, 68520, 80870, 100818, 127843, 157424, 204119, 266328, 345642)","(0.840681, 0.906526, 0.915806, 0.933006, 0.939794, 0.945119, 0.973093, 0.978546, 0.983336, 0.98741)",2.002
1672946730258000000,abc,156223267200,1280x720-20,370698,0.985351,298,0,7619,17529,7454742,14.948,0.05,1.672946730313e+18,16.904,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,1495.692,1495.746999808,0.055000064,6739955.793505985,0.0,18.341920209962133,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(36309, 55415, 68525, 80580, 99721, 126109, 152463, 201694, 271280, 370698)","(0.844143, 0.909977, 0.918816, 0.935572, 0.941946, 0.947072, 0.970788, 0.976164, 0.980954, 0.985351)",2.002
1672946732335000000,abc,156223447380,1280x720-20,911986,0.976498,282,0,7619,18174,7832825,14.857,0.05,1.672946732457e+18,16.719,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,1497.769,1497.890999808,0.121999872,7475302.924907987,0.0,16.2889517806849,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(116166, 179719, 226287, 251539, 314964, 398039, 413203, 528217, 688025, 911986)","(0.838953, 0.897775, 0.911388, 0.924174, 0.934762, 0.94386, 0.956929, 0.96464, 0.971081, 0.976498)",2.002
1672946734410000000,abc,156223627560,1280x720-20,615041,0.976023,306,0,7619,17570,10030534,14.815,0.05,1.672946734486e+18,16.725,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,1499.844,1499.92,0.076000256,8092617.477499023,0.0,16.20205156723018,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(60205, 94663, 120489, 130229, 166612, 216058, 235972, 314982, 434968, 615041)","(0.855857, 0.904657, 0.918338, 0.929118, 0.93971, 0.948532, 0.956751, 0.964215, 0.970526, 0.976023)",2.002
1672946736214000000,abc,156223807740,1280x720-20,620385,0.976244,318,0,7619,16423,7180920,14.999,0.05,1.672946736295e+18,16.908,fugu_variant_cl3,bbr,2023-01-05,2023-01-05_+191NigWAg9/vIFUn7isPQl5gz+gaqz9OuuxSGHv8CQ=_1,1501.648,1501.728999936,0.080999936,7659080.125692939,0.0,16.24226683395016,"('426x240-26', '640x360-26', '640x360-24', '854x480-26', '854x480-24', '854x480-22', '1280x720-26', '1280x720-24', '1280x720-22', '1280x720-20')","(61963, 94701, 119843, 130741, 166857, 216441, 242891, 324712, 444721, 620385)","(0.850109, 0.901462, 0.915707, 0.927014, 0.937565, 0.946523, 0.956153, 0.963992, 0.970482, 0.976244)",2.002
